gid	n_B73	n_Mo17	n_ambiguous
Zm00001d022618	7	19	0
Zm00001d022621	13	15	0
Zm00001d022622	1	1	0
Zm00001d022624	4	4	0
Zm00001d022628	25	0	0
Zm00001d022629	13	15	0
Zm00001d022649	2	4	0
Zm00001d022650	12	4	0
Zm00001d022660	0	1	0
Zm00001d022662	6	12	0
Zm00001d022669	5	6	0
Zm00001d022678	736	742	26
Zm00001d022692	20	0	0
Zm00001d022693	1	0	0
Zm00001d022701	4	0	0
Zm00001d022712	0	1	0
Zm00001d022714	0	5	1
Zm00001d022720	0	1	0
Zm00001d022724	6	0	0
Zm00001d022725	29	27	1
Zm00001d022727	14	0	0
Zm00001d022738	10	6	2
Zm00001d022739	3	4	1
Zm00001d022742	12	0	0
Zm00001d022750	0	2	0
Zm00001d022754	0	1	0
Zm00001d022758	2	0	0
Zm00001d022761	0	1	0
Zm00001d022763	1	0	0
Zm00001d022784	10	2	0
Zm00001d022791	1	5	0
Zm00001d022811	0	1	0
Zm00001d022823	0	2	0
Zm00001d022851	1	0	0
Zm00001d022858	1	0	0
Zm00001d022873	13	0	0
Zm00001d022886	134	12	0
Zm00001d022889	51	70	1
Zm00001d022896	9	6	1
Zm00001d022906	0	1	0
Zm00001d022918	907	1010	28
Zm00001d022919	1235	1398	27
Zm00001d022922	0	1	0
Zm00001d022923	1	2	0
Zm00001d022926	10	4	0
Zm00001d022927	0	3	0
Zm00001d022931	0	1	0
Zm00001d022937	24	24	1
Zm00001d022944	5	0	0
Zm00001d022945	35	0	0
Zm00001d022953	178	54	2
Zm00001d022965	3857	370	24
Zm00001d022977	16	39	2
Zm00001d022995	315	313	3
Zm00001d022997	9	7	2
Zm00001d023022	0	3	0
Zm00001d023027	1	0	0
Zm00001d023051	2	0	0
Zm00001d023056	53	46	1
Zm00001d023062	4	9	0
Zm00001d023071	0	26	2
Zm00001d023073	0	1	1
Zm00001d023090	4	0	0
Zm00001d023113	2	0	0
Zm00001d023133	0	1	0
Zm00001d023134	0	1	0
Zm00001d023135	19	0	0
Zm00001d023145	4	0	0
Zm00001d023166	1	4	0
Zm00001d023168	1	1	0
Zm00001d023174	17	0	0
Zm00001d023175	17	0	0
Zm00001d023176	15	0	0
Zm00001d023177	5	2	0
Zm00001d023183	0	27	1
Zm00001d023190	1	0	1
Zm00001d023200	2	0	0
Zm00001d023201	4	0	0
Zm00001d023206	0	2	0
Zm00001d023208	302	245	3
Zm00001d023217	23	39	0
Zm00001d023218	95	89	2
Zm00001d023262	10	5	1
Zm00001d023269	0	2	0
Zm00001d023272	189	275	9
Zm00001d023277	1195	147	6
Zm00001d023278	133	122	3
Zm00001d023279	1	0	0
Zm00001d023281	65	51	0
Zm00001d023282	29	1	1
Zm00001d023291	3	1	0
Zm00001d023292	1033	578	14
Zm00001d023293	3	8	2
Zm00001d023294	4	0	0
Zm00001d023299	145	118	4
Zm00001d023300	67	131	1
Zm00001d023301	13	14	0
Zm00001d023302	0	4	1
Zm00001d023303	35	3	0
Zm00001d023304	60	286	4
Zm00001d023305	331	321	9
Zm00001d023306	3	0	0
Zm00001d023309	10	71	0
Zm00001d023311	3429	7260	342
Zm00001d023312	14	0	0
Zm00001d023313	79	110	2
Zm00001d023314	3259	2891	62
Zm00001d023315	0	4	0
Zm00001d023316	11	0	0
Zm00001d023317	204	2	1
Zm00001d023318	260	77	5
Zm00001d023320	225	0	2
Zm00001d023321	4	0	0
Zm00001d023322	0	1	0
Zm00001d023323	247	6	1
Zm00001d023324	0	1	0
Zm00001d023325	1	6	0
Zm00001d023326	8	0	0
Zm00001d023327	83	4	0
Zm00001d023330	5	5	0
Zm00001d023331	3	0	0
Zm00001d023336	16	1	0
Zm00001d023337	97	91	1
Zm00001d023338	0	1	0
Zm00001d023339	8	24	0
Zm00001d023340	147	79	4
Zm00001d023342	16	5	0
Zm00001d023343	2857	186	10
Zm00001d023349	2	0	0
Zm00001d023353	1	1	0
Zm00001d023360	0	1	0
Zm00001d023364	0	3	0
Zm00001d023366	225	523	11
Zm00001d023367	7	10	0
Zm00001d023368	52	97	1
Zm00001d023369	2	2	1
Zm00001d023370	3	1	0
Zm00001d023371	355	327	7
Zm00001d023372	0	2	0
Zm00001d023373	181	86	2
Zm00001d023374	858	537	8
Zm00001d023375	0	19	0
Zm00001d023376	50269	49607	1263
Zm00001d023377	318	365	8
Zm00001d023378	60	38	0
Zm00001d023379	3222	2061	34
Zm00001d023384	60	8	0
Zm00001d023385	1	11	0
Zm00001d023387	2	1	0
Zm00001d023390	1	0	0
Zm00001d023391	31	33	0
Zm00001d023394	10	23	0
Zm00001d023395	2009	447	11
Zm00001d023396	137	31	1
Zm00001d023402	21	2	0
Zm00001d023419	4	4	0
Zm00001d023422	0	2	0
Zm00001d023423	838	691	5
Zm00001d023424	0	2	0
Zm00001d023425	46	59	0
Zm00001d023426	9429	6893	163
Zm00001d023427	8512	6060	156
Zm00001d023429	73	65	0
Zm00001d023430	71	111	2
Zm00001d023431	1134	1248	17
Zm00001d023432	0	2	0
Zm00001d023434	133	80	0
Zm00001d023437	4486	3517	47
Zm00001d023439	69	74	2
Zm00001d023440	5	11	0
Zm00001d023443	9	0	0
Zm00001d023446	0	3	0
Zm00001d023450	6	2	0
Zm00001d023453	2	5	0
Zm00001d023455	9	2	0
Zm00001d023468	175	105	1
Zm00001d023469	7	6	0
Zm00001d023477	6	8	0
Zm00001d023479	6	5	0
Zm00001d023480	0	3	0
Zm00001d023481	14	1	0
Zm00001d023492	1	0	0
Zm00001d023494	5	0	0
Zm00001d023495	1	6	3
Zm00001d023496	0	8	0
Zm00001d023498	10	22	1
Zm00001d023499	14	0	0
Zm00001d023504	3	1	0
Zm00001d023506	65	26	0
Zm00001d023507	23	45	1
Zm00001d023510	183	321	8
Zm00001d023511	5	0	0
Zm00001d023514	583	463	13
Zm00001d023516	36397	34326	910
Zm00001d023520	292	334	4
Zm00001d023521	173	193	2
Zm00001d023522	0	2	0
Zm00001d023523	922	569	12
Zm00001d023524	11	5	0
Zm00001d023529	3458	352	10
Zm00001d023530	122	36	2
Zm00001d023531	1	39	1
Zm00001d023534	125	123	4
Zm00001d023536	1771	1433	14
Zm00001d023537	339	288	9
Zm00001d023538	520	257	18
Zm00001d023539	11	3	0
Zm00001d023542	227	312	30
Zm00001d023543	61	69	1
Zm00001d023544	1	2	0
Zm00001d023552	78	216	2
Zm00001d023553	15	1	0
Zm00001d023557	80	72	0
Zm00001d023558	17	0	1
Zm00001d023559	51557	48222	921
Zm00001d023560	101	24	2
Zm00001d023564	252	241	7
Zm00001d023565	85	45	2
Zm00001d023566	5	0	0
Zm00001d023569	4	0	0
Zm00001d023570	0	0	1
Zm00001d023571	2	1	1
Zm00001d023573	0	2	0
Zm00001d023574	0	1	0
Zm00001d023575	0	2	0
Zm00001d023576	132	69	1
Zm00001d023577	14	33	0
Zm00001d023578	32	34	2
Zm00001d023579	41	20	0
Zm00001d023580	2	3	0
Zm00001d023581	1	0	0
Zm00001d023582	52	30	0
Zm00001d023583	25	84	0
Zm00001d023587	136	144	5
Zm00001d023592	448	55	6
Zm00001d023593	411	248	6
Zm00001d023596	23	16	0
Zm00001d023601	19	802	15
Zm00001d023603	17	38	0
Zm00001d023605	3	0	0
Zm00001d023606	88	88	1
Zm00001d023608	93	73	0
Zm00001d023611	19	36	1
Zm00001d023620	27	20	0
Zm00001d023629	2	3	0
Zm00001d023632	0	1	0
Zm00001d023634	37	28	2
Zm00001d023635	393	474	11
Zm00001d023640	172	279	5
Zm00001d023646	2	1	0
Zm00001d023650	96	135	4
Zm00001d023651	64	57	1
Zm00001d023652	531	273	10
Zm00001d023653	26	20	0
Zm00001d023654	150	86	1
Zm00001d023655	36	15	1
Zm00001d023659	83	235	6
Zm00001d023664	13	14	0
Zm00001d023669	255	124	3
Zm00001d023672	3	0	0
Zm00001d023673	1078	1355	20
Zm00001d023674	8	0	0
Zm00001d023675	16	0	0
Zm00001d023677	1819	1053	25
Zm00001d023680	0	1	0
Zm00001d023682	478	109	7
Zm00001d023692	0	1	0
Zm00001d023693	2	2	0
Zm00001d023694	1053	711	17
Zm00001d023698	227	268	1
Zm00001d023699	3413	2593	101
Zm00001d023704	3	153	7
Zm00001d023705	0	22	1
Zm00001d023706	164	94	3
Zm00001d023707	3010	2158	19
Zm00001d023710	8	0	0
Zm00001d023713	5256	2293	87
Zm00001d023715	20	14	0
Zm00001d023720	2	0	0
Zm00001d023721	2	0	0
Zm00001d023724	22	3	0
Zm00001d023729	5	5	0
Zm00001d023733	14	19	0
Zm00001d023734	126	92	1
Zm00001d023735	143	105	0
Zm00001d023738	21	16	0
Zm00001d023753	0	1	0
Zm00001d023755	0	1	0
Zm00001d023756	58	61	0
Zm00001d023757	1464	1534	44
Zm00001d023759	3	0	0
Zm00001d023760	3	9	0
Zm00001d023762	98	82	2
Zm00001d023767	22	16	0
Zm00001d023776	0	1	0
Zm00001d023781	0	1	0
Zm00001d023784	133	104	1
Zm00001d023788	38	21	0
Zm00001d023791	174	150	1
Zm00001d023792	916	752	8
Zm00001d023795	427	361	5
Zm00001d023796	118	54	2
Zm00001d023797	31	66	0
Zm00001d023799	26	37	0
Zm00001d023800	5	8	0
Zm00001d023802	19	7	0
Zm00001d023803	17	14	1
Zm00001d023807	168	170	3
Zm00001d023808	46	63	2
Zm00001d023813	6	8	0
Zm00001d023815	1	11	0
Zm00001d023817	169	156	2
Zm00001d023818	2	0	0
Zm00001d023820	0	1	0
Zm00001d023824	41	35	0
Zm00001d023825	431	366	10
Zm00001d023830	394	481	4
Zm00001d023833	195	119	7
Zm00001d023836	35	38	1
Zm00001d023838	45	65	2
Zm00001d023839	13	1	0
Zm00001d023840	0	3	0
Zm00001d023843	52	41	1
Zm00001d023846	24	0	0
Zm00001d023853	56	46	0
Zm00001d023856	39	16	0
Zm00001d023865	3	0	0
Zm00001d023867	4	12	0
Zm00001d023870	5	4	0
Zm00001d023873	54	24	0
Zm00001d023874	416	272	1
Zm00001d023877	97	60	3
Zm00001d023880	31	44	1
Zm00001d023881	109	118	5
Zm00001d023882	4	2	0
Zm00001d023885	53	53	0
Zm00001d023886	0	11	0
Zm00001d023887	197	257	9
Zm00001d023888	341	220	2
Zm00001d023892	104	56	1
Zm00001d023895	41	66	1
Zm00001d023896	133	37	0
Zm00001d023897	59	82	0
Zm00001d023900	1	1	0
Zm00001d023901	0	1	0
Zm00001d023904	152	1	0
Zm00001d023906	3	9	6
Zm00001d023907	0	9	6
Zm00001d023908	37	21	0
Zm00001d023910	38	23	1
Zm00001d023912	15	8	1
Zm00001d023914	208	179	2
Zm00001d023915	5	5	0
Zm00001d023918	136	127	3
Zm00001d023919	81	52	1
Zm00001d023922	3	8	0
Zm00001d023923	5	3	0
Zm00001d023924	2	309	3
Zm00001d023927	4	0	0
Zm00001d023934	53	68	0
Zm00001d023936	1	17	0
Zm00001d023941	115	18	1
Zm00001d023943	138	93	2
Zm00001d023944	1	1	0
Zm00001d023945	0	30	0
Zm00001d023946	47	59	0
Zm00001d023950	29	17	1
Zm00001d023953	54	37	0
Zm00001d023957	1	2	0
Zm00001d023962	135	184	3
Zm00001d023979	3	7	0
Zm00001d023984	0	2	0
Zm00001d023987	751	1073	22
Zm00001d023990	313	739	11
Zm00001d023994	203	74	5
Zm00001d023995	8	0	0
Zm00001d023998	47	27	1
Zm00001d024004	323	134	5
Zm00001d024009	61	84	0
Zm00001d024012	0	13	0
Zm00001d024016	38	131	3
Zm00001d024017	9	13	0
Zm00001d024018	72	10	0
Zm00001d024034	0	1	0
Zm00001d024036	0	1	0
Zm00001d024037	39	29	2
Zm00001d024041	31	34	0
Zm00001d024043	0	2	0
Zm00001d024047	2	0	0
Zm00001d024053	1	0	0
Zm00001d024059	11	9	0
Zm00001d024066	10	12	0
Zm00001d024071	0	2	0
Zm00001d024083	9	27	0
Zm00001d024088	10	7	0
Zm00001d024093	1	0	0
Zm00001d024096	1	0	0
Zm00001d024105	4	5	0
Zm00001d024126	10	2	0
Zm00001d024134	1	0	0
Zm00001d024135	1	0	0
Zm00001d024148	4911	4940	42
Zm00001d024154	1	0	0
Zm00001d024155	1	22	0
Zm00001d024158	8	7	0
Zm00001d024160	1	2	0
Zm00001d024169	6	4	0
Zm00001d024171	6	1	0
Zm00001d024187	77	72	2
Zm00001d024199	0	1	0
Zm00001d024200	149	100	3
Zm00001d024203	6	5	0
Zm00001d024204	29	21	2
Zm00001d024205	71	56	0
Zm00001d024212	350	363	9
Zm00001d024213	31	24	1
Zm00001d024216	0	1	0
Zm00001d024220	47	15	0
Zm00001d024222	481	268	7
Zm00001d024224	2	0	1
Zm00001d024225	269	266	2
Zm00001d024229	45	35	0
Zm00001d024230	25	11	0
Zm00001d024231	49	29	1
Zm00001d024241	299	257	11
Zm00001d024242	495	262	7
Zm00001d024248	72	52	0
Zm00001d024250	9	9	0
Zm00001d024251	57	62	2
Zm00001d024252	48	59	0
Zm00001d024262	6	24	0
Zm00001d024268	856	733	25
Zm00001d024269	19	3	0
Zm00001d024270	34	33	0
Zm00001d024272	0	1	0
Zm00001d024273	1	0	0
Zm00001d024274	420	296	4
Zm00001d024275	45	55	2
Zm00001d024277	3	0	0
Zm00001d024281	1069	467	16
Zm00001d024291	3	22	0
Zm00001d024292	44	39	3
Zm00001d024294	140	188	3
Zm00001d024298	4	2	0
Zm00001d024300	2	2	0
Zm00001d024301	95	42	0
Zm00001d024302	3	0	0
Zm00001d024303	5	0	0
Zm00001d024305	2	1	0
Zm00001d024310	22	23	0
Zm00001d024311	30	32	0
Zm00001d024312	1	0	0
Zm00001d024314	451	89	0
Zm00001d024317	65	15	0
Zm00001d024318	56	62	2
Zm00001d024319	194	348	11
Zm00001d024321	13	11	0
Zm00001d024322	8	4	1
Zm00001d024324	0	2	0
Zm00001d024325	52	54	1
Zm00001d024327	24	27	0
Zm00001d024333	133	76	1
Zm00001d024338	138	207	4
Zm00001d024339	105	173	3
Zm00001d024342	300	269	5
Zm00001d024343	86	106	1
Zm00001d024344	31	11	1
Zm00001d024347	88	44	0
Zm00001d024348	0	6	0
Zm00001d024349	5	0	0
Zm00001d024352	2	0	0
Zm00001d024357	42	28	0
Zm00001d024384	2	0	0
Zm00001d024386	5	2	0
Zm00001d024409	8	12	0
Zm00001d024412	0	10	0
Zm00001d024416	67	79	0
Zm00001d024418	248	138	8
Zm00001d024420	131	71	4
Zm00001d024421	112	91	8
Zm00001d024425	235	155	0
Zm00001d024429	5	5	0
Zm00001d024430	51	46	0
Zm00001d024437	0	5	0
Zm00001d024450	1	0	0
Zm00001d024454	0	2	0
Zm00001d024455	0	1	0
Zm00001d024458	0	1	0
Zm00001d024462	122	68	0
Zm00001d024463	17	14	0
Zm00001d024464	21	5	1
Zm00001d024465	5	1	0
Zm00001d024466	53	41	0
Zm00001d024467	93	47	0
Zm00001d024468	128	80	1
Zm00001d024470	4	2	0
Zm00001d024471	32	42	2
Zm00001d024486	1	0	0
Zm00001d024489	2	0	0
Zm00001d024492	35	68	1
Zm00001d024493	183	137	0
Zm00001d024494	1	0	0
Zm00001d024495	1	0	0
Zm00001d024497	9	6	0
Zm00001d024507	140	76	5
Zm00001d024509	25	10	4
Zm00001d024510	585	210	8
Zm00001d024511	342	290	3
Zm00001d024512	167	82	2
Zm00001d024514	1	4	0
Zm00001d024516	45	41	0
Zm00001d024518	877	735	6
Zm00001d024519	2975	3254	99
Zm00001d024520	0	1	0
Zm00001d024521	81	37	0
Zm00001d024523	229	166	5
Zm00001d024527	3	4	0
Zm00001d024528	7	27	2
Zm00001d024529	0	1	0
Zm00001d024530	0	1	0
Zm00001d024531	73	52	1
Zm00001d024532	1	1	0
Zm00001d024587	27	20	0
Zm00001d024598	27	2	0
Zm00001d024601	118	99	0
Zm00001d024602	125	134	2
Zm00001d024605	90	95	2
Zm00001d024606	99	109	4
Zm00001d024607	0	5	0
Zm00001d024612	324	11	2
Zm00001d024621	59	17	0
Zm00001d024624	182	129	1
Zm00001d024625	84	66	0
Zm00001d024630	0	1	0
Zm00001d024631	26	37	0
Zm00001d024632	5	2	0
Zm00001d024633	811	589	20
Zm00001d024635	1993	491	12
Zm00001d024637	51	74	1
Zm00001d024640	289	372	7
Zm00001d024646	1	0	0
Zm00001d024647	6	7	0
Zm00001d024648	4	0	0
Zm00001d024652	0	15	0
Zm00001d024672	13	11	0
Zm00001d024674	167	156	2
Zm00001d024675	71	80	1
Zm00001d024676	6833	6135	108
Zm00001d024677	13	17	0
Zm00001d024678	14	7	1
Zm00001d024679	947	776	15
Zm00001d024681	1	0	0
Zm00001d024687	12	9	0
Zm00001d024691	24	16	1
Zm00001d024693	26	10	0
Zm00001d024694	2	0	0
Zm00001d024698	17	16	0
Zm00001d024699	1	231	19
Zm00001d024700	5	14	0
Zm00001d024701	15	18	0
Zm00001d024710	8	0	0
Zm00001d024713	50	2	0
Zm00001d024715	94	103	2
Zm00001d024717	0	1	0
Zm00001d024718	765	640	8
Zm00001d024722	294	288	5
Zm00001d024723	99	79	0
Zm00001d024726	1	0	0
Zm00001d024729	143	117	0
Zm00001d024732	21	42	0
Zm00001d024733	1	0	0
Zm00001d024734	71	28	1
Zm00001d024739	0	1	1
Zm00001d024744	82	0	1
Zm00001d024753	1	0	0
Zm00001d024754	392	431	4
Zm00001d024755	92	71	0
Zm00001d024757	3	2	0
Zm00001d024759	10	10	0
Zm00001d024761	1	0	0
Zm00001d024762	193	187	4
Zm00001d024763	6	14	2
Zm00001d024764	3	0	0
Zm00001d024765	2682	2178	55
Zm00001d024767	1221	607	6
Zm00001d024768	16	14	1
Zm00001d024770	37	16	4
Zm00001d024786	83	78	0
Zm00001d024787	129	113	5
Zm00001d024788	342	307	12
Zm00001d024789	3	7	0
Zm00001d024795	1	6	1
Zm00001d024796	1	1	0
Zm00001d024802	1	2	0
Zm00001d024803	15	29	1
Zm00001d024804	6929	8829	192
Zm00001d024807	724	860	11
Zm00001d024808	2	5	0
Zm00001d024813	0	1	0
Zm00001d024819	7	1	0
Zm00001d024821	66	19	2
Zm00001d024823	7	7	1
Zm00001d024824	44	38	0
Zm00001d024825	2	0	0
Zm00001d024832	160	296	8
Zm00001d024833	32	132	1
Zm00001d024835	9660	7591	138
Zm00001d024841	41	74	2
Zm00001d024843	55	132	19
Zm00001d024844	0	27	7
Zm00001d024853	687	391	4
Zm00001d024854	278	96	2
Zm00001d024861	113	46	1
Zm00001d024865	5	0	0
Zm00001d024866	7	18	0
Zm00001d024868	1	0	0
Zm00001d024871	1	7	0
Zm00001d024872	0	2	0
Zm00001d024875	1	1	0
Zm00001d024876	3	2	0
Zm00001d024878	13	17	0
Zm00001d024883	4	0	0
Zm00001d024885	17	1	0
Zm00001d024886	74	3	0
Zm00001d024889	175	139	2
Zm00001d024890	8	16	0
Zm00001d024894	33	29	1
Zm00001d024895	0	11	0
Zm00001d024903	8	7	0
Zm00001d024928	59	1	1
Zm00001d024930	3	0	0
Zm00001d024933	103	81	5
Zm00001d024934	3	12	0
Zm00001d024935	21	19	0
Zm00001d024936	42	43	1
Zm00001d024937	70	110	0
Zm00001d024938	300	284	2
Zm00001d024939	5	6	1
Zm00001d024940	43	25	0
Zm00001d024941	3	32	0
Zm00001d024943	2	0	0
Zm00001d024947	13	0	0
Zm00001d024952	748	641	30
Zm00001d024953	169	161	2
Zm00001d024960	19	0	0
Zm00001d024961	5	3	0
Zm00001d024962	0	2	0
Zm00001d024963	47	39	0
Zm00001d024965	1291	1152	19
Zm00001d024966	308	349	2
Zm00001d024967	38	24	0
Zm00001d024973	5	31	0
Zm00001d024975	8	43	1
Zm00001d024977	1	0	0
Zm00001d024978	7	27	1
Zm00001d024980	1058	5	82
Zm00001d024996	15	11	0
Zm00001d024998	37	67	1
Zm00001d025003	60	41	0
Zm00001d025005	0	2	0
Zm00001d025008	34	38	0
Zm00001d025010	212	191	5
Zm00001d025011	2791	1474	37
Zm00001d025012	8	1	0
Zm00001d025015	225	237	11
Zm00001d025016	25	80	1
Zm00001d025017	55	1	1
Zm00001d025018	0	1	0
Zm00001d025020	165	123	2
Zm00001d025021	22	3	0
Zm00001d025023	422	53	2
Zm00001d025024	38	30	1
Zm00001d025027	3	1	0
Zm00001d025031	51	108	0
Zm00001d025033	0	1	0
Zm00001d025035	0	2	0
Zm00001d025036	6	29	0
Zm00001d025037	21	9	0
Zm00001d025040	4	1	0
Zm00001d025041	5	0	0
Zm00001d025043	16	4	0
Zm00001d025060	0	1	0
Zm00001d025065	4	9	0
Zm00001d025079	139	159	2
Zm00001d025080	24	28	0
Zm00001d025098	6	3	0
Zm00001d025099	860	712	11
Zm00001d025100	206	190	1
Zm00001d025103	11	78	1
Zm00001d025106	1	0	0
Zm00001d025114	1	0	0
Zm00001d025124	9	6	0
Zm00001d025125	1	1	0
Zm00001d025128	27	19	0
Zm00001d025131	157	193	2
Zm00001d025132	74	89	1
Zm00001d025134	1	1	0
Zm00001d025144	2	4	0
Zm00001d025153	12	14	0
Zm00001d025154	1	0	0
Zm00001d025164	1	0	0
Zm00001d025166	14	16	1
Zm00001d025167	42	32	3
Zm00001d025170	13	5	0
Zm00001d025171	463	228	6
Zm00001d025174	81	88	3
Zm00001d025175	5	6	2
Zm00001d025178	73	87	1
Zm00001d025180	19	17	0
Zm00001d025182	3	0	0
Zm00001d025183	1	0	0
Zm00001d025185	61	62	0
Zm00001d025192	0	1	0
Zm00001d025193	2	3	0
Zm00001d025195	84	92	5
Zm00001d025201	63	51	0
Zm00001d025203	28	23	0
Zm00001d025205	10	0	0
Zm00001d025206	155	153	0
Zm00001d025207	2	0	0
Zm00001d025208	1	1	0
Zm00001d025210	119	77	0
Zm00001d025213	0	1	0
Zm00001d025217	2	0	0
Zm00001d025218	10	5	0
Zm00001d025221	18	19	0
Zm00001d025222	55	50	1
Zm00001d025225	5	2	0
Zm00001d025226	0	2	0
Zm00001d025228	621	298	3
Zm00001d025229	1	2	0
Zm00001d025232	54	49	0
Zm00001d025233	2	0	0
Zm00001d025235	53	15	0
Zm00001d025236	36	23	0
Zm00001d025239	172	148	5
Zm00001d025240	1051	1387	21
Zm00001d025241	7	17	0
Zm00001d025249	48	19	0
Zm00001d025251	0	2	0
Zm00001d025252	350	341	12
Zm00001d025253	23	0	6
Zm00001d025255	251	120	4
Zm00001d025258	93	63	1
Zm00001d025262	0	1	0
Zm00001d025263	0	2	0
Zm00001d025264	2	2	1
Zm00001d025265	0	3	0
Zm00001d025266	0	4	0
Zm00001d025267	112	127	0
Zm00001d025268	15	13	0
Zm00001d025271	40	63	0
Zm00001d025273	94	96	1
Zm00001d025274	61	61	0
Zm00001d025278	47	47	1
Zm00001d025281	4	7	0
Zm00001d025286	472	496	10
Zm00001d025291	2	1	0
Zm00001d025294	30	18	0
Zm00001d025296	1	2	0
Zm00001d025297	1	0	0
Zm00001d025300	97	78	0
Zm00001d025303	68	80	1
Zm00001d025304	265	120	1
Zm00001d025305	613	430	14
Zm00001d025307	16	17	0
Zm00001d025310	159	109	3
Zm00001d025316	0	2	0
Zm00001d025317	1	0	0
Zm00001d025319	52	166	4
Zm00001d025322	2913	1805	32
Zm00001d025323	969	969	19
Zm00001d025326	158	186	3
Zm00001d025327	0	1	0
Zm00001d025331	0	2	0
Zm00001d025333	5	4	0
Zm00001d025337	10	16	1
Zm00001d025338	6	14	1
Zm00001d025339	167	116	5
Zm00001d025340	970	1353	33
Zm00001d025342	25	25	1
Zm00001d025347	8	19	1
Zm00001d025352	0	8	0
Zm00001d025353	8	24	1
Zm00001d025358	0	1	0
Zm00001d025359	557	607	10
Zm00001d025360	4	7	0
Zm00001d025361	0	7	0
Zm00001d025362	94	363	2
Zm00001d025367	0	1	0
Zm00001d025369	1	1	0
Zm00001d025374	14	10	1
Zm00001d025375	2	6	0
Zm00001d025383	1	0	0
Zm00001d025389	1	7	7
Zm00001d025397	102	41	1
Zm00001d025398	202	185	5
Zm00001d025400	310	195	9
Zm00001d025401	1446	89	4
Zm00001d025407	35	0	1
Zm00001d025412	1	1	0
Zm00001d025413	107	114	1
Zm00001d025414	5	0	0
Zm00001d025419	8	5	0
Zm00001d025426	1	0	0
Zm00001d025430	2	0	0
Zm00001d025431	121	81	0
Zm00001d025433	107	86	1
Zm00001d025434	7	13	0
Zm00001d025435	17	21	1
Zm00001d025437	1	4	0
Zm00001d025442	0	8	1
Zm00001d025450	124	77	2
Zm00001d025452	84	66	0
Zm00001d025453	229	109	5
Zm00001d025459	2	1	0
Zm00001d025460	90	95	2
Zm00001d025461	117	108	0
Zm00001d025463	0	2	0
Zm00001d025470	889	529	7
Zm00001d025471	29	49	1
Zm00001d025472	3	6	0
Zm00001d025476	23	0	0
Zm00001d025479	3	0	0
Zm00001d025480	2	23	0
Zm00001d025482	0	8	1
Zm00001d025507	311	0	1
Zm00001d025509	12396	1123	83
Zm00001d025513	356	148	4
Zm00001d025517	41	56	0
Zm00001d025518	1	0	0
Zm00001d025519	39	16	1
Zm00001d025520	10	15	0
Zm00001d025522	9	7	1
Zm00001d025524	8	18	0
Zm00001d025526	2028	3392	61
Zm00001d025528	14	0	0
Zm00001d025533	26	11	0
Zm00001d025538	246	210	6
Zm00001d025539	3	0	0
Zm00001d025541	13	15	2
Zm00001d025542	946	1047	28
Zm00001d025544	45	38	0
Zm00001d025545	395	372	1
Zm00001d025548	112	143	9
Zm00001d025565	1	0	0
Zm00001d025567	0	2	0
Zm00001d025568	1	0	0
Zm00001d025570	91	91	2
Zm00001d025571	9	117	5
Zm00001d025572	40	7	2
Zm00001d025573	0	1	0
Zm00001d025574	116	56	3
Zm00001d025575	27	12	0
Zm00001d025576	1	3	0
Zm00001d025581	165	120	3
Zm00001d025584	16	12	0
Zm00001d025585	17	3	0
Zm00001d025589	1	0	0
Zm00001d025590	7	3	0
Zm00001d025593	1	0	0
Zm00001d025599	3	0	0
Zm00001d025612	47	65	0
Zm00001d025616	292	116	0
Zm00001d025617	2239	2656	66
Zm00001d025619	26	12	0
Zm00001d025620	0	3	0
Zm00001d025623	82	37	2
Zm00001d025624	33	28	3
Zm00001d025625	6	3	0
Zm00001d025626	302	431	3
Zm00001d025628	48	79	0
Zm00001d025629	0	1	0
Zm00001d025639	131	179	1
Zm00001d025640	179	77	0
Zm00001d025644	1876	1227	52
Zm00001d025646	4	12	0
Zm00001d025647	2	0	0
Zm00001d025651	32	39	0
Zm00001d025652	174	183	1
Zm00001d025653	46	15	0
Zm00001d025654	12	9	1
Zm00001d025656	8	5	0
Zm00001d025657	69	136	5
Zm00001d025658	209	203	5
Zm00001d025659	4	1	0
Zm00001d025660	241	268	2
Zm00001d025662	1	0	0
Zm00001d025663	237	238	5
Zm00001d025664	1	0	0
Zm00001d025665	228	156	0
Zm00001d025667	41	32	0
Zm00001d025668	22	20	0
Zm00001d025669	6	32	0
Zm00001d025670	2	1	0
Zm00001d025673	5	3	0
Zm00001d025675	51	40	3
Zm00001d025679	24	38	1
Zm00001d025681	9	20	0
Zm00001d025684	0	1	0
Zm00001d025689	141	90	30
Zm00001d025690	99	118	2
Zm00001d025692	229	225	2
Zm00001d025694	54	51	0
Zm00001d025695	16	9	1
Zm00001d025696	15	9	0
Zm00001d025712	94	103	0
Zm00001d025713	6	3	0
Zm00001d025714	335	332	2
Zm00001d025715	72	45	0
Zm00001d025716	2	1	0
Zm00001d025720	78	59	3
Zm00001d025721	3	4	0
Zm00001d025722	2	0	0
Zm00001d025724	0	1	0
Zm00001d025726	38	38	2
Zm00001d025727	15	59	0
Zm00001d025734	268	135	1
Zm00001d025735	16	7	0
Zm00001d025737	1	0	0
Zm00001d025738	0	2	0
Zm00001d025739	5	5	0
Zm00001d025745	1	1	0
Zm00001d025747	3087	1625	40
Zm00001d025749	170	118	1
Zm00001d025750	139	113	1
