gid	n_B73	n_Mo17	n_ambiguous
Zm00001d025751	44	25	0
Zm00001d025752	11	1	0
Zm00001d025753	3	2	0
Zm00001d025756	1	3	0
Zm00001d025757	1011	592	19
Zm00001d025762	1	0	0
Zm00001d025763	249	97	3
Zm00001d025765	82	62	3
Zm00001d025767	65	32	2
Zm00001d025770	120	16	1
Zm00001d025771	151	93	0
Zm00001d025772	11	24	1
Zm00001d025773	0	0	1
Zm00001d025774	3	6	0
Zm00001d025776	106	94	1
Zm00001d025777	118	88	0
Zm00001d025781	3	0	0
Zm00001d025784	242	165	6
Zm00001d025786	18	9	0
Zm00001d025788	16	27	1
Zm00001d025789	30	51	0
Zm00001d025793	7	22	0
Zm00001d025794	1	1	0
Zm00001d025795	60	20	0
Zm00001d025798	176	89	3
Zm00001d025799	15	24	0
Zm00001d025801	275	332	6
Zm00001d025803	5	1	0
Zm00001d025805	5	0	0
Zm00001d025807	3	1	0
Zm00001d025808	2	0	0
Zm00001d025812	16	3	0
Zm00001d025814	36	11	0
Zm00001d025815	0	2	0
Zm00001d025816	16	8	1
Zm00001d025817	5	4	0
Zm00001d025818	2	2	0
Zm00001d025819	107	167	4
Zm00001d025820	18	7	0
Zm00001d025821	1	4	0
Zm00001d025822	33	27	0
Zm00001d025827	84	42	0
Zm00001d025830	24	24	0
Zm00001d025831	17	62	0
Zm00001d025833	2	131	1
Zm00001d025834	64	167	2
Zm00001d025837	142	169	2
Zm00001d025839	1	1	0
Zm00001d025841	0	1	0
Zm00001d025842	10	2	0
Zm00001d025845	325	389	31
Zm00001d025846	41	48	0
Zm00001d025847	53	178	4
Zm00001d025848	840	362	11
Zm00001d025853	7	7	0
Zm00001d025855	23	0	0
Zm00001d025857	31	46	1
Zm00001d025859	35	51	0
Zm00001d025860	9392	9106	71
Zm00001d025861	1	2	0
Zm00001d025862	3	2	0
Zm00001d025864	7	7	0
Zm00001d025865	37	27	0
Zm00001d025866	281	257	7
Zm00001d025869	1	0	0
Zm00001d025870	0	1	0
Zm00001d025874	3	7	0
Zm00001d025875	19	0	0
Zm00001d025885	15	20	1
Zm00001d025887	284	141	3
Zm00001d025889	0	1	1
Zm00001d025891	8	2	0
Zm00001d025892	1607	2189	20
Zm00001d025893	216	175	3
Zm00001d025894	296	269	12
Zm00001d025899	0	5	0
Zm00001d025900	5	1	0
Zm00001d025901	96	22	2
Zm00001d025907	11	8	0
Zm00001d025911	80	45	0
Zm00001d025913	25	24	0
Zm00001d025914	266	0	0
Zm00001d025915	218	158	5
Zm00001d025916	154	109	4
Zm00001d025919	185	106	1
Zm00001d025920	17	29	1
Zm00001d025921	106	64	1
Zm00001d025923	2213	2067	26
Zm00001d025924	6	1	0
Zm00001d025931	59	0	0
Zm00001d025932	15	1	0
Zm00001d025933	23	15	0
Zm00001d025938	74	85	2
Zm00001d025939	26	40	1
Zm00001d025940	54	132	0
Zm00001d025941	51	64	3
Zm00001d025943	12	9	0
Zm00001d025946	156	121	2
Zm00001d025947	5	4	0
Zm00001d025948	1576	2005	30
Zm00001d025950	22	12	0
Zm00001d025951	89	44	1
Zm00001d025953	245	113	0
Zm00001d025957	4	0	0
Zm00001d025959	49	33	0
Zm00001d025960	1	14	2
Zm00001d025964	587	587	14
Zm00001d025966	11	12	0
Zm00001d025967	98	66	0
Zm00001d025971	2	0	0
Zm00001d025973	3	0	0
Zm00001d025977	533	967	17
Zm00001d025980	18	31	0
Zm00001d025981	0	1	0
Zm00001d025983	0	1	0
Zm00001d025984	28	24	2
Zm00001d025985	0	2	0
Zm00001d025988	63	53	0
Zm00001d025989	0	1	0
Zm00001d025992	110	87	0
Zm00001d025996	6	10	0
Zm00001d025997	3	3	0
Zm00001d025998	25	23	1
Zm00001d026000	436	175	6
Zm00001d026002	42	4	0
Zm00001d026010	46	94	2
Zm00001d026012	7	25	0
Zm00001d026015	0	1	0
Zm00001d026016	0	4	1
Zm00001d026017	4	4	0
Zm00001d026018	66	71	3
Zm00001d026020	25	89	3
Zm00001d026022	9	12	0
Zm00001d026026	45	25	1
Zm00001d026028	0	2	0
Zm00001d026029	1	0	0
Zm00001d026030	20	25	1
Zm00001d026031	2	8	0
Zm00001d026035	0	2	0
Zm00001d026036	1	8	0
Zm00001d026039	2	0	0
Zm00001d026042	11	36	0
Zm00001d026047	72	34	0
Zm00001d026050	4	7	0
Zm00001d026051	11	16	1
Zm00001d026053	2	4	0
Zm00001d026055	16	2	0
Zm00001d026056	5	0	0
Zm00001d026060	43	3	0
Zm00001d026061	1	12	0
Zm00001d026064	5	10	0
Zm00001d026067	4	1	0
Zm00001d026068	4	0	0
Zm00001d026069	0	8	0
Zm00001d026070	11	841	12
Zm00001d026072	15	15	0
Zm00001d026076	2	0	0
Zm00001d026079	131	48	1
Zm00001d026084	27	154	1
Zm00001d026088	3	10	1
Zm00001d026089	20	54	2
Zm00001d026091	217	282	12
Zm00001d026094	141	103	4
Zm00001d026095	63	72	2
Zm00001d026096	45	3	1
Zm00001d026097	87	88	0
Zm00001d026098	0	6	0
Zm00001d026099	2	3	0
Zm00001d026103	1	4	0
Zm00001d026104	1	4	0
Zm00001d026111	60	86	3
Zm00001d026113	475	416	10
Zm00001d026116	0	4	0
Zm00001d026118	8	0	0
Zm00001d026119	34	15	1
Zm00001d026120	5	0	0
Zm00001d026121	15	12	0
Zm00001d026126	8	1	0
Zm00001d026127	46	34	0
Zm00001d026128	145	93	0
Zm00001d026131	3	2	0
Zm00001d026135	2	0	0
Zm00001d026137	214	201	4
Zm00001d026139	275	183	6
Zm00001d026140	7	10	0
Zm00001d026141	7	1	0
Zm00001d026143	12	8	0
Zm00001d026144	150	252	3
Zm00001d026147	3	0	0
Zm00001d026148	673	666	9
Zm00001d026149	671	666	9
Zm00001d026152	11	8	0
Zm00001d026153	53	41	1
Zm00001d026154	944	348	16
Zm00001d026156	431	374	3
Zm00001d026162	0	6	0
Zm00001d026164	30	1	0
Zm00001d026165	48	48	0
Zm00001d026166	10	0	0
Zm00001d026173	1	0	0
Zm00001d026176	71	43	1
Zm00001d026177	1	0	0
Zm00001d026182	1	0	0
Zm00001d026184	0	4	0
Zm00001d026187	6	1	0
Zm00001d026189	3	12	1
Zm00001d026190	34	19	0
Zm00001d026191	24	21	1
Zm00001d026192	5	7	0
Zm00001d026193	6	1	0
Zm00001d026194	48	5	0
Zm00001d026195	5	3	0
Zm00001d026199	4	2	0
Zm00001d026200	101	14	0
Zm00001d026238	1	3	0
Zm00001d026239	107	93	3
Zm00001d026240	22	23	1
Zm00001d026243	44	194	4
Zm00001d026244	155	167	1
Zm00001d026246	37	32	0
Zm00001d026248	1922	889	24
Zm00001d026252	17	23	0
Zm00001d026253	1	2	0
Zm00001d026254	83	56	2
Zm00001d026257	181	149	2
Zm00001d026258	60	9	1
Zm00001d026260	5	1	0
Zm00001d026261	114	103	2
Zm00001d026263	21	17	0
Zm00001d026265	157	145	1
Zm00001d026266	1	2	0
Zm00001d026270	10	4	0
Zm00001d026271	113	116	3
Zm00001d026273	4	4	0
Zm00001d026277	31	87	1
Zm00001d026278	165	150	4
Zm00001d026280	110	67	1
Zm00001d026281	0	2	0
Zm00001d026282	816	440	13
Zm00001d026283	367	308	1
Zm00001d026284	54	65	0
Zm00001d026285	1330	870	24
Zm00001d026286	117	108	3
Zm00001d026287	38	21	1
Zm00001d026288	145	23	1
Zm00001d026289	300	301	7
Zm00001d026290	526	398	5
Zm00001d026291	33	8	0
Zm00001d026293	33	2	0
Zm00001d026295	53	88	11
Zm00001d026296	155	144	1
Zm00001d026297	0	1	0
Zm00001d026298	1	1	0
Zm00001d026300	3	21	1
Zm00001d026307	57	32	1
Zm00001d026310	3	7	0
Zm00001d026311	0	1	0
Zm00001d026312	386	232	3
Zm00001d026313	25	24	0
Zm00001d026321	11	10	0
Zm00001d026322	18	11	0
Zm00001d026326	250	118	5
Zm00001d026331	473	444	2
Zm00001d026333	118	39	2
Zm00001d026334	28	21	0
Zm00001d026335	128	278	5
Zm00001d026336	1	0	0
Zm00001d026337	3034	3683	112
Zm00001d026343	7	6	0
Zm00001d026344	6	7	1
Zm00001d026345	5	14	2
Zm00001d026346	98	105	1
Zm00001d026347	73	50	0
Zm00001d026350	24	9	0
Zm00001d026351	158	238	0
Zm00001d026352	10	4	0
Zm00001d026353	47	54	1
Zm00001d026354	37	37	0
Zm00001d026359	1	0	0
Zm00001d026360	328	497	16
Zm00001d026361	158	152	4
Zm00001d026362	67	97	0
Zm00001d026363	81	71	0
Zm00001d026367	1	0	0
Zm00001d026368	116	82	2
Zm00001d026369	262	156	4
Zm00001d026370	192	184	1
Zm00001d026374	132	191	5
Zm00001d026377	10	5	1
Zm00001d026379	1	0	0
Zm00001d026381	67	50	4
Zm00001d026382	162	185	2
Zm00001d026383	135	21	3
Zm00001d026386	243	0	1
Zm00001d026387	35	5	1
Zm00001d026388	1	0	0
Zm00001d026390	59	0	0
Zm00001d026391	263	152	4
Zm00001d026392	41	3	0
Zm00001d026394	16	21	1
Zm00001d026395	1	5	0
Zm00001d026397	9	18	0
Zm00001d026398	946	962	43
Zm00001d026405	1652	1592	21
Zm00001d026414	222	125	2
Zm00001d026415	1	0	0
Zm00001d026421	1	1	0
Zm00001d026425	25	82	0
Zm00001d026426	1	1	0
Zm00001d026429	28	19	3
Zm00001d026431	1	0	0
Zm00001d026435	0	1	0
Zm00001d026439	2129	2003	37
Zm00001d026442	39	0	0
Zm00001d026444	1	0	0
Zm00001d026445	51	13	0
Zm00001d026446	3	0	0
Zm00001d026447	9	17	2
Zm00001d026448	125	77	3
Zm00001d026449	6	0	0
Zm00001d026451	189	107	3
Zm00001d026452	488	82	2
Zm00001d026454	12	6	1
Zm00001d026457	23	86	2
Zm00001d026458	593	1103	8
Zm00001d026460	36	26	1
Zm00001d026463	1	6	0
Zm00001d026464	26	9	2
Zm00001d026465	59	33	0
Zm00001d026467	1	0	0
Zm00001d026471	1	2	0
Zm00001d026472	2	3	0
Zm00001d026475	24	34	0
Zm00001d026476	1	0	0
Zm00001d026477	244	281	0
Zm00001d026478	20	60	0
Zm00001d026479	15	10	0
Zm00001d026483	227	95	4
Zm00001d026485	174	282	5
Zm00001d026486	0	1	0
Zm00001d026487	617	396	14
Zm00001d026488	1	0	0
Zm00001d026489	268	90	1
Zm00001d026490	1558	1113	13
Zm00001d026492	22	40	0
Zm00001d026493	120	34	2
Zm00001d026494	90	27	2
Zm00001d026495	28	13	1
Zm00001d026501	1445	2360	17
Zm00001d026505	2	100	5
Zm00001d026510	19	3	0
Zm00001d026511	83	118	0
Zm00001d026514	212	231	3
Zm00001d026517	3	1	0
Zm00001d026518	9	8	0
Zm00001d026519	1	0	0
Zm00001d026530	18	1	0
Zm00001d026531	88	41	0
Zm00001d026532	40	18	0
Zm00001d026537	9	0	0
Zm00001d026540	0	1	0
Zm00001d026541	132	88	2
Zm00001d026542	539	52	6
Zm00001d026543	340	411	6
Zm00001d026544	5	7	0
Zm00001d026547	134	36	1
Zm00001d026548	25	15	0
Zm00001d026549	12	33	0
Zm00001d026551	30	23	0
Zm00001d026552	2	0	0
Zm00001d026553	4	5	0
Zm00001d026554	1	1	0
Zm00001d026555	100	57	1
Zm00001d026556	84	31	1
Zm00001d026557	37	38	0
Zm00001d026558	25	28	0
Zm00001d026559	1060	707	9
Zm00001d026578	60	42	1
Zm00001d026586	64	103	1
Zm00001d026587	146	166	3
Zm00001d026588	4	1	0
Zm00001d026589	11	5	0
Zm00001d026590	27	43	0
Zm00001d026592	0	3	0
Zm00001d026593	112	109	0
Zm00001d026594	86	83	1
Zm00001d026597	16	90	2
Zm00001d026598	12	46	0
Zm00001d026599	30098	47453	1276
Zm00001d026600	104	192	7
Zm00001d026603	16916	13779	182
Zm00001d026606	19	12	1
Zm00001d026607	154	90	0
Zm00001d026608	473	195	5
Zm00001d026609	76	88	3
Zm00001d026611	7	15	0
Zm00001d026612	195	116	0
Zm00001d026621	171	170	4
Zm00001d026625	18	13	0
Zm00001d026628	18	7	2
Zm00001d026629	6	14	0
Zm00001d026633	5	6	0
Zm00001d026634	46	79	1
Zm00001d026635	175	182	3
Zm00001d026638	0	1	0
Zm00001d026639	67	25	2
Zm00001d026640	3	1	0
Zm00001d026641	25	26	0
Zm00001d026642	34	22	0
Zm00001d026643	25	29	0
Zm00001d026645	857	675	6
Zm00001d026647	186	381	4
Zm00001d026648	0	2	0
Zm00001d026649	51	193	3
Zm00001d026650	1	48	1
Zm00001d026651	33	12	0
Zm00001d026652	596	424	9
Zm00001d026653	17	10	0
Zm00001d026654	134	222	2
Zm00001d026662	33	35	1
Zm00001d026663	1	0	0
Zm00001d026664	47	41	1
Zm00001d026665	17	8	0
Zm00001d026668	17	19	0
Zm00001d026669	97	74	4
Zm00001d026670	16	7	0
Zm00001d026671	8	13	0
Zm00001d026672	84	45	3
Zm00001d026677	678	354	10
Zm00001d026678	30	17	0
Zm00001d026679	16	12	0
Zm00001d026680	134	132	5
Zm00001d026681	10	4	0
Zm00001d026713	28	0	0
Zm00001d026725	0	3	0
Zm00001d026753	5	0	0
Zm00001d026759	8	1	0
Zm00001d026769	3	0	0
Zm00001d026779	0	1	0
Zm00001d026785	4	1	0
Zm00001d026790	20	2	0
Zm00001d026840	1	0	0
Zm00001d026845	1	0	0
Zm00001d026860	0	4	0
Zm00001d026880	2	1	0
Zm00001d026881	2	1	0
Zm00001d026882	2	1	0
Zm00001d026884	1	0	0
Zm00001d026894	3	1	0
Zm00001d026905	14	9	0
Zm00001d026911	31	20	1
Zm00001d026928	1	0	0
Zm00001d026931	1	0	0
Zm00001d026942	50	11	1
Zm00001d026943	2	0	0
Zm00001d026952	1	0	0
Zm00001d026953	1	0	0
Zm00001d026960	0	3	0
Zm00001d026980	1	0	0
Zm00001d026984	44	0	0
Zm00001d027002	1	0	0
Zm00001d027004	0	2	0
Zm00001d027014	2	5	0
Zm00001d027017	7	2	0
Zm00001d027029	1	0	0
Zm00001d027031	1	0	0
Zm00001d027037	560	437	7
Zm00001d027038	2	0	0
Zm00001d027041	39	96	0
Zm00001d027043	7	0	0
Zm00001d027044	13	33	0
Zm00001d027045	3	1	0
Zm00001d027047	34	7	0
Zm00001d027048	50	9	0
Zm00001d027055	11	23	0
Zm00001d027058	0	4	0
Zm00001d027064	2	0	0
Zm00001d027065	2	0	0
Zm00001d027067	76	20	1
Zm00001d027070	0	1	0
Zm00001d027129	36	19	0
Zm00001d027133	0	20	1
Zm00001d027135	0	2	0
Zm00001d027136	2	0	0
Zm00001d027137	3	3	0
Zm00001d027161	1	0	0
Zm00001d027176	6	2	0
Zm00001d027177	2	3	0
Zm00001d027183	26	1	0
Zm00001d027185	0	7	0
Zm00001d027190	0	2	0
Zm00001d027196	23	22	1
Zm00001d027199	36	3	1
Zm00001d027205	1	0	0
Zm00001d027206	0	1	0
Zm00001d027219	186	157	2
Zm00001d027230	45	50	0
Zm00001d027231	4	0	0
Zm00001d027233	1	28	0
Zm00001d027234	0	1	0
Zm00001d027236	0	1	0
Zm00001d027239	30	0	0
Zm00001d027242	5	0	1
Zm00001d027245	1	0	0
Zm00001d027253	0	3	0
Zm00001d027254	1	0	0
Zm00001d027257	115	155	2
Zm00001d027258	2	2	0
Zm00001d027259	3	3	0
Zm00001d027265	12	13	1
Zm00001d027267	26	14	0
Zm00001d027271	2	0	0
Zm00001d027276	15	16	0
Zm00001d027278	24	14	0
Zm00001d027286	0	13	0
Zm00001d027288	15	16	0
Zm00001d027289	3	0	0
Zm00001d027291	19	8	0
Zm00001d027292	43	40	0
Zm00001d027293	1405	2234	12
Zm00001d027295	3	0	0
Zm00001d027296	48	7	0
Zm00001d027298	423	378	8
Zm00001d027299	158	171	3
Zm00001d027302	155	113	3
Zm00001d027304	26	13	0
Zm00001d027307	125	133	1
Zm00001d027309	287	295	4
Zm00001d027311	0	1	0
Zm00001d027312	7	5	0
Zm00001d027314	158	532	14
Zm00001d027317	91	77	2
Zm00001d027318	259	269	9
Zm00001d027319	70	68	0
Zm00001d027320	35	70	0
Zm00001d027321	3	4	0
Zm00001d027322	559	457	17
Zm00001d027323	254	301	8
Zm00001d027324	191	293	5
Zm00001d027325	8	6	0
Zm00001d027326	15	15	0
Zm00001d027329	112	101	4
Zm00001d027330	0	2	0
Zm00001d027332	817	2032	83
Zm00001d027333	101	163	0
Zm00001d027334	412	375	7
Zm00001d027335	3	1	0
Zm00001d027338	1	1	0
Zm00001d027339	47	28	1
Zm00001d027340	1054	2216	38
Zm00001d027341	11	37	0
Zm00001d027342	45	50	0
Zm00001d027343	2	1	0
Zm00001d027344	22	28	0
Zm00001d027345	8	9	1
Zm00001d027346	4	5	0
Zm00001d027347	252	134	5
Zm00001d027348	2	6	0
Zm00001d027349	319	424	7
Zm00001d027351	228	210	2
Zm00001d027352	140	156	2
Zm00001d027353	11	26	0
Zm00001d027354	5	6	0
Zm00001d027355	4	0	0
Zm00001d027359	193	233	5
Zm00001d027361	14	32	0
Zm00001d027362	117	157	2
Zm00001d027363	268	221	8
Zm00001d027365	26	64	3
Zm00001d027366	340	277	6
Zm00001d027367	416	93	2
Zm00001d027369	423	232	5
Zm00001d027370	0	2	0
Zm00001d027375	35	13	0
Zm00001d027376	418	381	12
Zm00001d027377	2	0	0
Zm00001d027378	0	1	0
Zm00001d027383	7	109	4
Zm00001d027384	60	95	5
Zm00001d027385	145	38	0
Zm00001d027386	28	5	0
Zm00001d027387	61	69	2
Zm00001d027388	3	2	0
Zm00001d027392	3	6	1
Zm00001d027394	3	2	0
Zm00001d027401	325	239	8
Zm00001d027402	85	74	3
Zm00001d027403	9	4	0
Zm00001d027404	5	2	0
Zm00001d027405	18	18	0
Zm00001d027406	0	2	0
Zm00001d027411	63	28	0
Zm00001d027412	25	8	0
Zm00001d027415	68	284	4
Zm00001d027416	2	2	0
Zm00001d027419	1	1	0
Zm00001d027421	428	278	9
Zm00001d027422	1043	1174	25
Zm00001d027423	2	0	0
Zm00001d027427	883	905	9
Zm00001d027429	28	22	1
Zm00001d027430	50	35	0
Zm00001d027431	18	11	0
Zm00001d027434	10	11	0
Zm00001d027435	607	519	15
Zm00001d027436	37	25	0
Zm00001d027439	94	173	2
Zm00001d027440	7	43	0
Zm00001d027441	376	245	10
Zm00001d027442	3335	2181	45
Zm00001d027443	14	10	0
Zm00001d027444	14	14	0
Zm00001d027445	3	12	0
Zm00001d027446	105	106	4
Zm00001d027447	393	269	10
Zm00001d027448	55	61	3
Zm00001d027450	1	1	0
Zm00001d027451	29	18	1
Zm00001d027454	243	62	0
Zm00001d027455	1915	1850	18
Zm00001d027456	13456	8543	145
Zm00001d027457	23	51	1
Zm00001d027458	22	25	0
Zm00001d027460	64	84	0
Zm00001d027461	2	1	0
Zm00001d027462	7	3	1
Zm00001d027466	19	15	0
Zm00001d027468	12	9	0
Zm00001d027470	0	14	0
Zm00001d027471	7	6	1
Zm00001d027472	111	146	1
Zm00001d027474	32	38	1
Zm00001d027475	19	29	0
Zm00001d027477	1	0	0
Zm00001d027478	19	22	0
Zm00001d027480	459	392	11
Zm00001d027481	824	701	17
Zm00001d027483	11	3	0
Zm00001d027484	115	77	1
Zm00001d027485	8	23	0
Zm00001d027486	227	210	3
Zm00001d027489	3	65	0
Zm00001d027493	155	116	3
Zm00001d027498	1	29	1
Zm00001d027499	28	51	1
Zm00001d027500	6	10	1
Zm00001d027502	117	47	1
Zm00001d027503	196	198	2
Zm00001d027504	4	7	0
Zm00001d027505	74	12	0
Zm00001d027506	45	32	2
Zm00001d027508	15	10	0
Zm00001d027509	124	182	5
Zm00001d027510	1	0	0
Zm00001d027511	2079	1912	20
Zm00001d027512	0	2	0
Zm00001d027514	229	223	2
Zm00001d027515	18	46	0
Zm00001d027516	184	265	8
Zm00001d027517	361	243	8
Zm00001d027518	352	416	6
Zm00001d027519	37	100	1
Zm00001d027520	154	40	1
Zm00001d027523	72	19	0
Zm00001d027524	3	0	0
Zm00001d027525	4	1	0
Zm00001d027527	45	90	9
Zm00001d027530	29	38	0
Zm00001d027532	285	255	2
Zm00001d027535	11	11	0
Zm00001d027536	111	85	0
Zm00001d027537	45	4	0
Zm00001d027539	3	0	0
Zm00001d027541	1	0	0
Zm00001d027542	130	125	2
Zm00001d027544	45	53	1
Zm00001d027548	7	3	0
Zm00001d027550	15	9	0
Zm00001d027551	1	0	0
Zm00001d027555	18	15	1
Zm00001d027556	109	72	2
Zm00001d027557	25	17	1
Zm00001d027558	317	484	10
Zm00001d027566	0	2	0
Zm00001d027570	69	100	2
Zm00001d027571	189	192	2
Zm00001d027572	7	6	0
Zm00001d027573	107	126	2
Zm00001d027576	46	0	0
Zm00001d027578	1	0	0
Zm00001d027580	40	79	1
Zm00001d027581	80	137	0
Zm00001d027582	2	1	0
Zm00001d027585	3	0	0
Zm00001d027588	261	246	9
Zm00001d027589	1	4	0
Zm00001d027590	0	1	0
Zm00001d027593	7	200	2
Zm00001d027595	123	140	3
Zm00001d027596	307	137	3
Zm00001d027597	224	205	8
Zm00001d027598	123	61	2
Zm00001d027601	1	8	0
Zm00001d027603	0	2	0
Zm00001d027606	1	0	0
Zm00001d027607	3	1	0
Zm00001d027610	1	0	0
Zm00001d027611	1	1	0
Zm00001d027612	372	284	8
Zm00001d027613	807	498	9
Zm00001d027618	97	93	1
Zm00001d027621	3	1	0
Zm00001d027626	65	53	4
Zm00001d027630	93	146	3
Zm00001d027633	9	23	0
Zm00001d027636	1	0	0
Zm00001d027637	6	19	0
Zm00001d027646	14	3	0
Zm00001d027648	75	34	0
Zm00001d027652	1204	1431	28
Zm00001d027655	10	240	6
Zm00001d027656	537	1301	19
Zm00001d027659	1804	2125	26
Zm00001d027665	5	6	0
Zm00001d027667	91	48	1
Zm00001d027671	240	262	7
Zm00001d027672	20	28	1
Zm00001d027673	1	1	0
Zm00001d027674	0	1	0
Zm00001d027676	29	17	1
Zm00001d027677	1	4	0
Zm00001d027703	3	0	0
Zm00001d027706	22	12	0
Zm00001d027707	110	45	2
Zm00001d027708	8	11	0
Zm00001d027709	80	74	0
Zm00001d027710	1	0	0
Zm00001d027714	7	11	1
Zm00001d027719	41	24	0
Zm00001d027720	1	0	0
Zm00001d027721	43	36	1
Zm00001d027722	81	156	6
Zm00001d027723	2255	2341	64
Zm00001d027726	10	4	0
Zm00001d027727	123	101	2
Zm00001d027728	273	326	6
Zm00001d027729	1115	688	20
Zm00001d027731	835	941	13
Zm00001d027732	39	26	0
Zm00001d027733	29	21	0
Zm00001d027734	1077	1006	16
Zm00001d027738	1	103	0
Zm00001d027749	12	48	1
Zm00001d027751	1	0	0
Zm00001d027752	41	15	0
Zm00001d027755	42	44	2
Zm00001d027756	3738	3371	68
Zm00001d027757	3290	3813	97
Zm00001d027758	93	3	0
Zm00001d027763	1	1	0
Zm00001d027767	18	11	0
Zm00001d027768	332	129	7
Zm00001d027769	668	660	22
Zm00001d027788	21	9	0
Zm00001d027790	16	11	0
Zm00001d027794	65	0	0
Zm00001d027799	149	108	1
Zm00001d027800	6	3	0
Zm00001d027801	59	2	1
Zm00001d027802	108	79	4
Zm00001d027803	88	15	2
Zm00001d027804	1	0	0
Zm00001d027805	10	10	0
Zm00001d027809	1	0	1
Zm00001d027810	0	1	0
Zm00001d027811	80	145	1
Zm00001d027812	1	1	0
Zm00001d027813	117	75	3
Zm00001d027815	0	6	0
Zm00001d027816	11	8	0
Zm00001d027824	3	4	0
Zm00001d027827	10	7	0
Zm00001d027832	1	1	2
Zm00001d027834	37	0	1
Zm00001d027837	20	37	1
Zm00001d027841	15830	15728	145
Zm00001d027842	104	106	1
Zm00001d027844	17	11	0
Zm00001d027845	3	10	0
Zm00001d027846	1076	782	18
Zm00001d027847	74	94	1
Zm00001d027848	54	69	3
Zm00001d027850	40	39	0
Zm00001d027851	748	745	29
Zm00001d027852	48	12	0
Zm00001d027853	1	0	0
Zm00001d027854	2072	1837	29
Zm00001d027856	117	97	3
Zm00001d027861	68	21	0
Zm00001d027863	25	22	0
Zm00001d027868	10	7	0
Zm00001d027869	3	3	0
Zm00001d027871	133	150	3
Zm00001d027872	117	201	3
Zm00001d027873	31	45	0
Zm00001d027874	216	209	2
Zm00001d027875	28	17	0
Zm00001d027876	169	262	5
Zm00001d027877	23	29	0
Zm00001d027879	168	93	1
Zm00001d027880	1	2	0
Zm00001d027881	8	19	0
Zm00001d027883	1	3	0
Zm00001d027884	3181	3007	35
Zm00001d027885	337	275	11
Zm00001d027886	30	29	0
Zm00001d027887	26	9	0
Zm00001d027888	6	1	0
Zm00001d027892	6	3	0
Zm00001d027893	66	81	1
Zm00001d027894	46	79	0
Zm00001d027898	6	0	0
Zm00001d027899	3	0	0
Zm00001d027900	15	21	1
Zm00001d027901	11	15	0
Zm00001d027904	310	379	5
Zm00001d027907	41	41	1
Zm00001d027916	62	106	1
Zm00001d027922	5	0	0
Zm00001d027924	0	1	0
Zm00001d027925	38	17	1
Zm00001d027929	104	163	12
Zm00001d027932	1	0	0
Zm00001d027934	109	20	0
Zm00001d027935	2	0	0
Zm00001d027936	437	365	4
Zm00001d027937	0	1	0
Zm00001d027938	18	10	0
Zm00001d027941	59	59	0
Zm00001d027943	131	76	0
Zm00001d027944	23	68	0
Zm00001d027945	1	0	0
Zm00001d027946	19	10	0
Zm00001d027947	1	2	0
Zm00001d027948	1	1	0
Zm00001d027949	0	1	0
Zm00001d027950	61	74	0
Zm00001d027951	1	0	0
Zm00001d027955	4	8	0
Zm00001d027957	89	183	2
Zm00001d027962	177	179	0
Zm00001d027963	9	20	0
Zm00001d027965	1	0	0
Zm00001d027966	111	50	0
Zm00001d027967	21	4	0
Zm00001d027969	44	25	0
Zm00001d027971	48	42	0
Zm00001d027973	27	3	0
Zm00001d027974	0	58	1
Zm00001d027975	0	2	0
Zm00001d027976	106	98	2
Zm00001d027995	43	6	0
Zm00001d027996	16	59	0
Zm00001d027998	0	1	0
Zm00001d027999	965	707	13
Zm00001d028001	0	1	0
Zm00001d028002	4	1	0
Zm00001d028004	0	3	0
Zm00001d028005	181	174	0
Zm00001d028006	50	53	3
Zm00001d028008	2	11	0
Zm00001d028009	143	59	3
Zm00001d028010	0	1	0
Zm00001d028011	5	2	0
Zm00001d028012	0	1	0
Zm00001d028017	4	3	0
Zm00001d028018	27	23	0
Zm00001d028020	158	136	0
Zm00001d028022	88	66	1
Zm00001d028024	36	83	1
Zm00001d028025	2	3	0
Zm00001d028026	42	0	0
Zm00001d028034	720	741	14
Zm00001d028035	3	349	17
Zm00001d028038	27	40	0
Zm00001d028040	107	93	1
Zm00001d028043	23	21	0
Zm00001d028045	30	46	1
Zm00001d028047	0	1	0
Zm00001d028050	16	20	0
Zm00001d028053	36	16	0
Zm00001d028054	713	655	12
Zm00001d028055	288	177	3
Zm00001d028056	1776	2336	39
Zm00001d028062	19	12	1
Zm00001d028063	0	3	0
Zm00001d028064	99	87	1
Zm00001d028071	58	40	0
Zm00001d028072	0	3	0
Zm00001d028073	2	0	0
Zm00001d028074	118	55	6
Zm00001d028075	95	44	2
Zm00001d028077	2	118	3
Zm00001d028083	0	18	0
Zm00001d028084	134	110	2
Zm00001d028086	15	53	1
Zm00001d028088	56	35	0
Zm00001d028089	4	5	0
Zm00001d028093	15	33	2
Zm00001d028094	781	988	5
Zm00001d028096	18	26	0
Zm00001d028097	93	87	1
Zm00001d028098	85	21	0
Zm00001d028100	129	27	1
Zm00001d028102	81	425	10
Zm00001d028103	1	2	0
Zm00001d028107	0	2	0
Zm00001d028109	51	45	0
Zm00001d028111	151	157	1
Zm00001d028112	192	115	1
Zm00001d028113	26	15	0
Zm00001d028114	26	20	1
Zm00001d028117	74	73	0
Zm00001d028128	16	109	4
Zm00001d028130	8	5	0
Zm00001d028138	3	18	0
Zm00001d028139	14	21	1
